ID,Time,From,To
343,6.373852726704919,3,4
811,6.3760908429374235,3,4
624,6.380093586746058,0,1
89,6.383778824089828,3,2
554,6.39307494818814,2,3
37,6.405366051592827,5,3
366,6.428008370305916,2,3
823,6.436122016933915,6,5
607,6.452121098955985,1,2
430,6.453433342877679,6,7
890,6.485400883949113,3,2
612,6.490062263619945,3,4
274,6.496827052316202,5,4
290,6.5227915527864635,1,2
799,6.5391462860733665,4,2
517,6.559327556181178,4,5
584,6.565356422780829,1,2
117,6.589822587123454,1,2
56,6.594424613221644,2,3
936,6.599198692141334,1,3
66,6.615890711900338,0,1
201,6.617373861443948,1,2
253,6.620027984282758,3,4
522,6.621818732168763,5,7
108,6.644636544009813,5,4
115,6.6469595928343965,1,2
12,6.64831056913284,3,4
513,6.651224128107567,3,4
472,6.653472502377874,6,7
294,6.660929688916221,1,2
405,6.673457279025578,4,5
972,6.702122580213647,3,7
293,6.713717853638966,4,5
935,6.718500338071329,6,7
248,6.720999168995987,1,2
85,6.728012595089243,3,6
502,6.757843353930712,1,0
209,6.773345962228477,2,3
997,6.794070458457325,4,2
280,6.80265906785105,1,2
790,6.809368055113288,0,1
743,6.8180197388888555,5,7
680,6.85141098305273,3,2
87,6.868414389681736,0,1
60,6.882799590221225,3,2
853,6.888074092511376,4,6
618,6.903391162709096,0,1
80,6.919061986799541,5,4
433,6.919248743694739,2,1
547,6.9225231393185185,4,5
261,6.927453094731204,1,2
838,6.929318099560138,1,2
22,6.936477398480792,1,2
95,6.971812184603696,3,4
796,6.972227018942631,1,2
985,6.978202118948771,4,5
612,7.018199620558661,4,5
657,7.048328750454717,2,3
27,7.054145975044396,3,2
820,7.082926464722881,2,3
842,7.1478966178547765,1,2
549,7.1549048910127,2,3
847,7.190666248241766,1,2
118,7.1978678439097274,1,2
977,7.199107116274398,5,4
889,7.200789844365854,2,4
204,7.228156639054153,0,1
495,7.252670085077791,1,0
154,7.264817669178251,2,3
105,7.30190999613413,4,2
409,7.307485508083158,0,1
19,7.3556241135507685,2,1
195,7.365363507468585,1,2
33,7.37344984426934,5,7
578,7.385981609443237,4,5
137,7.392889780243897,0,1
333,7.396768911748273,2,3
236,7.410688050112594,5,7
218,7.425203425868915,3,5
446,7.42777562071265,5,4
587,7.437935021414154,4,5
686,7.447426628615205,3,2
939,7.453491227068844,3,5
806,7.459404808594703,1,2
405,7.468000246183586,5,7
475,7.488314949456476,0,1
915,7.492699034098285,5,4
128,7.497993344261161,6,7
904,7.5061694431362564,2,3
110,7.51910484452437,5,7
407,7.5309988430866195,2,0
505,7.547019878620729,5,6
80,7.55173141633853,4,5
839,7.565676056844375,5,7
224,7.570087112323638,1,3
89,7.577527026290699,2,3
98,7.578795230086609,1,2
632,7.587781923763197,5,6
229,7.588758515567263,3,2
738,7.595401525036389,2,3
602,7.613453712298448,0,1
484,7.6159938406505265,4,5
376,7.6234762870319805,2,1
871,7.629340043931472,3,5
868,7.630417714531771,4,3
966,7.634516142297574,1,2
292,7.642906896421436,2,1
134,7.675416227395705,3,2
510,7.687997205983715,4,3
291,7.692612248207293,3,5
922,7.724481318738266,3,4
402,7.729996739877703,6,7
881,7.740215471770985,4,5
26,7.749422623793633,5,6
663,7.7667020335984756,0,1
727,7.77883668616245,3,2
668,7.780628129894698,6,7
417,7.782906732688191,2,1
464,7.783599192770163,4,5
58,7.791174294856088,5,6
623,7.8124308833287,3,2
501,7.81576202263118,3,4
803,7.827985895202177,1,2
900,7.828609079568445,3,5
114,7.835881400640714,3,4
813,7.840398983802229,4,5
543,7.850533514792674,3,4
47,7.85304198076067,4,3
499,7.8771866777329755,1,2
443,7.879181995514866,5,3
822,7.9327211227032155,3,2
86,7.934374658978428,5,7
592,7.941820994673264,5,6
537,7.9519185968790005,4,5
348,7.96862943190439,0,1
352,7.989224418291646,1,2
776,8.004446286650055,3,2
962,8.008185638550993,0,1
257,8.009968595773886,2,3
25,8.01404514749932,2,3
88,8.038274132357692,3,6
819,8.038343482343384,4,3
131,8.039614867639212,2,3
877,8.044648664929698,5,6
126,8.058801487841162,1,5
896,8.098582734085241,5,6
837,8.117144961674013,5,4
759,8.119984966878077,1,2
447,8.121661579172025,2,3
18,8.148542649024119,0,1
682,8.172426758989344,3,4
44,8.1887568993054,5,7
338,8.197453559524346,1,2
37,8.205859823110814,3,4
823,8.233580625384269,5,7
160,8.24200442638082,2,3
415,8.248570322116505,4,3
681,8.251597209125123,2,4
851,8.252727341960965,5,7
632,8.257264861582845,6,5
250,8.261347928379637,6,5
640,8.27216131757367,3,2
543,8.282405260626176,4,3
535,8.301406383476827,1,2
738,8.327431019179166,3,4
278,8.375975840082726,2,4
476,8.392597901471813,5,7
68,8.404420048594714,4,5
556,8.424522292054817,2,4
363,8.428346084477958,3,2
519,8.459073927299228,3,5
416,8.464484479814175,2,4
505,8.468885709511792,6,7
366,8.477075098900388,3,4
586,8.49477460463353,4,5
501,8.4948285390088,4,6
540,8.495007405302465,1,2
980,8.499340767844629,3,4
822,8.515187938570906,2,1
553,8.517056039450582,2,1
791,8.540962476644584,4,3
346,8.546604980932528,1,2
942,8.564205503513541,2,3
872,8.57985551410086,4,3
291,8.580457251701842,5,4
230,8.585640365900874,2,3
392,8.589268842911487,1,2
219,8.595134711258577,4,5
325,8.63808300511583,1,2
106,8.640066172565557,3,4
265,8.64889408703384,3,4
988,8.651437342989995,5,4
303,8.673387032439935,3,1
806,8.68454002097121,2,3
85,8.700327770597262,6,7
687,8.702092448692595,4,5
506,8.706313992732337,5,4
512,8.707705818832252,0,1
981,8.710820623306748,3,2
343,8.71708229367547,4,5
930,8.731231766756432,3,4
98,8.74065963808422,2,3
548,8.748016559458428,3,4
853,8.777751746427095,6,5
596,8.7855591783009,4,5
667,8.78741105759534,3,4
685,8.829834500837926,2,3
212,8.837321209649645,2,1
510,8.837920912929746,3,5
564,8.863218301426887,3,2
179,8.86402126556456,4,5
97,8.867540739916178,2,3
428,8.872169001122348,2,3
222,8.880033227077606,1,2
21,8.893192512051813,1,2
197,8.897610189186022,1,2
652,8.91557275140231,4,7
488,8.924956049235664,5,6
251,8.932327119941604,4,3
454,8.934110652098852,3,4
995,8.959166430381275,0,1
597,8.972336063951596,0,1
57,8.984136179299995,1,3
